الجماال	الجمال
تقيلة	ثقيلة
ااهل	أهل
|جدول	جدول
أقل…	أقل
ولَم	ولم
للبنك	البنك
شہر	شهر
دويله	دولة
متوسط؟	متوسط
وَيْحَ	لَيْتَ
إليكما…	إليكما
عشرة	عشر
كرييه	كريه
بسرعه،	بسرعة
غضبَ	غضب
وبحر	بحر
نقطہ	نقطة
علىأسس	أسس
عجييييب	عجيب
جدوال	جدول
لك💙	لك
وحزب	حزب
لعبوا	لعب
بحي	حي
الفوسفات	الغاز
رنة	نغمة
مخزً	مخز
أبيض	أسود
لائحةالإرهاب	الذراع
الللغة	اللغة
آليم	أليم
ذهب،،	ذهب
مُفاجئ	مفاجئ
الربيـع	الربيع
المدينة_المنورة	المدينة
إياهـ	إياهن
بالضبط،	بالضبط
‏الآن	الآن
وصوت	صوت
غظب	غضب
لبقية	بقية
سوفى	سوف
تواصل…	تواصل
لِكي	لكي
تتناسب	تناسب
لماا	لمّا
عظيم…	عظيم
فرقه	فرقة
أوشكَ	أوشك
قلليل	قليل
قليل…	قليل
آحساس	إحساس
الصفحه	الصفحة
آناقه	أناقة
مريع	مرعب
عليه💛	عليه
لتصميم	تصميم
سمحح	سمح
الجبهه😂😂	الجبهة
مليح،	مليح
طائرتين	طائرة
ثالث	ثان
صهيوأمريكي	جهنمي
للقاء	لقاء
اي	آي
مهيب…	مهيب
شخصاََ	شخصا
وانها	انها
جبلٍ	جبل
‏​عندما	عندما
اﻵن	الآن
لملك	ملك
ابدا	أبدا
،كانت	وكانت
غادروا	غادر
فوقق	فوق
طريـف	طريف
،سواء	سواء
العقوبه	عقوبة
عمليه	عملية
السادس	الثاني
بيں	بين
المعارك	المعركة
أعاده	اعادة
آنيق	أنيق
اذنّ	إذن
🔴دراسة	دراسة
وضد	ضد
صيحه	صيحة
الاوكسجين	الأكسجين
طلما	طالما
بأن،	بان
عصبات	عصابة
حصلتي	حصلت
الجنوب،	الجنوب
الكلام…	الكلام
فا	ف
‏​بعد	بعد
أنبرى	انبرى
محزن	مخجل
ساعة،	ساعة
الأبتسامة	الابتسامة
بالمقارنة	مقارنة
وإينما	حيثما
ثُمَّ	ثُمَّ
منغسل	غسل
صديق،	صديق
​​لو	لو
مسآر	مسار
اﻷخضر	الأخضر
إنمَا	إنّما
أيضًا	ايضا
محاربة	حماية
‏اخر	آخر
آفضل	أفضل
كآد	كاد
المصلحة	مصلحة
كُلماا	كلّما
والأب	الأب
تحددين	حدد
اانيق	أنيق
مَرح	مرح
فـن	فن
🔴شركة	شركة
أمامك…	أمامك
بماذ	بماذا
تقف	وقفت
كَنَّ	كَأَنَّ
قاعدهه	قاعدة
حاليا	الآن
لصوت	صوت
أضحی	أضحى
يحدت	يحدث
بموضوع	موضوع
الإنسولين	الأكسجين
بآرع	بارع
مكاان	مكان
لاتحمل	تحمل
مجموعه	مجموعة
كفايات	قياس
خاصة،	خاصة
؛ومن	ومن
هّذهِ	هَذِه
أي	آي
السفر،	السفر
الغناء،	الغناء
والقيام	القيام
الخاصة؟	الخاصة
الخوف	خوف
ظهرآ	ظهرا
تيانق	تين
وأداة	أداة
سببّ	سبب
ايّاه	إياه
والأرقام	الأرقام
إلاا…	إلا
تام،	تام
كُلما	كلّما
وتيـار	تيار
لأكن	لكن
سط	وسط
مستودع	مصنع
إلیك	إليكما
بناء…	بناء
نهاية	بداية
الساق،	الساق
وإثبات	إثبات
،كيفما	كيفما
إلّ…	إلّا
علمٍ	علم
نُصف	نصف
‏​لماذا	لماذا
الشَّيطانَ	كلَّا
مَّاذَا	عَمَّا
منشغل	مشغول
المقبل…	المقبل
تخيّل	تخيل
ضربه	ضربة
عيين	عين
الصبّاح	الصباح
فغل	فعل
سيّئه	سيئة
مهي	مهيب
قليل،	قليل
بدآ	بدأ
بداء	بدأ
وديّ	ودي
أما	أمّا
👑كل	كل
النهائي	نهائي
سهـل	سهل
كَانّتْ	لَسْتِ
مفأجاه	مفاجأة
باط…	باطل
اﻷخيرة	الاخيرة
‏‏إن	إن
شتـاء	شتاء
الوقٺ	الوقت
شِبه	شبه
الحيوآن	الحيوان
وحصلت	حصلت
أيضاََ	أيضا
سماء…	سماء
ياعزيزتي	عزيزتي
بذهني	ذهني
خبيث	خسيس
النظر،	النظر
عآم	عام
رُبما	ربما
الوادي…	الوادي
نابغه	نابغة
لعامود	عمود
له❤	له
أيّ	آي
تئثير	تأثير
قصيدة…	قصيدة
زنبقة	زهرة
الركبه	الساق
واي	اي
ونِعمَ	نِعْمَ
​هناك	هنالك
فليرمِ	رمي
مريع،	مريع
مظبوط	مضبوط
اﻷن	الآن
كذيل	ذيل
مليّح	مليح
أمنة	آمنة
تيارنا	التيار
وتجاره	تجارة
لمذا	لماذا
«قياس»	قياس
عشر…	عشر
لشجرة	شجرة
وحدا	وحدة
الانف،	الأنف
كبييييير	كبير
لوون	لون
أسفه	أسف
النفس؛	النفس
تطالب	مطالبة
،،وقد	وقد
ودون	دون
عجّل	عجل
اياهم	إياهم
قيم…	قيمة
اخرى…	اخرى
المراكشية	الشهيرة
،لكن	لكن
كهربائية	كهربائي
وسَط	وسط
متأخرة	متأخر
اقتلب	انقلب
موغوب	مرغوب
السبب؟	السبب
الانيق،	الأنيق
الام	الأب
تمامآ	تماما
والقسم	القسم
وسسط	وسط
قصةةَ	قصة
بِصوت	بصوت
حبِل	حبل
\/نبيل	نبيل
مثالٍ	مثال
خلل…	خلل
مراح	راح
مادة…	مادة
••كل	كل
التكلفة،	التكلفة
مكتأب	مكتئب
بعيداا	بعيدا
الذّهن	ذهني
قراء	قرأ
أَنفق	أنفق
مُشترك	مشترك
مُعاذ	معاذ
إضافة…	إضافة
قَلْبكِ	لَسْتِ
الثانيه	الاولى
لدهن	دهن
مخزٍ	مخز
‏رجل	رجل
فيجب	يجب
الإمة	الأمة
أَنْبَاءِ	لَيْسُوا
المثالى	المثالي
مؤلم	مخجل
تحسش	نحس
شّديد	شديد
الكلآم	الكلام
بصفقة	صفقة
عليھا	عليها
لفهه	لفة
هآ	ها
متاخـر	متأخر
ماتعرف	تعرف
الأطفال،	الأطفال
‏​لولا	لولا
شكراا	شكرا
“طالب	طالب
كَرب	كرب
الگلام	الكلام
،،،،،عدد	عدد
فقدتْ	فقدت
لعينن	لعين
ذرة❤️	ذرة
قـلب	قلب
كأيِّ	كأيّ
والددم	الصلب
‏ودي	ودي
أَنَّ	أَنَّ
‏قال	قال
كذل…	كذلك
اللتين	اللتان
سوفه	سوف
المسار،	المسار
negative_emojiإياكم	إياكم
لتعليم	تعليم
لديهه	لديه
حينَ	حين
قوائم	قائمة
ٲهل	أهل
وتحتوي	تحتوي
حسيء	حسي
احتدّ	استحال
مِن…	مِن
شخصين	اثنين
آمنة…	آمنة
المياه	الغاز
أدَّى	أدى
صراخات	صرخة
بسحب	سحب
يختلف	تختلف
تقرّر	تقرر
قاموسنا	قاموس
بأيد	بيد
الانسب	المثالي
وإن	وان
كـأي	كأيّ
سيئ	جيد
،جاء	جاء
إستثنائي	استثنائي
قوووي	قوي
توقف	وقف
ورديء	رديء
ااجل	اجل
فعـل	فعل
قطعت	قطع
وغادر	غادر
مصطلع	مصطلح
الضرورھ	الضرورة
يعتقدان	يعتقد
أبتدا	ابتدأ
ثمانية	خمسة
ٺحسين	تحسين
استلزم	استغرق
وقفوا	وقفت
للنظام	النظام
قاعده	قاعدة
،،لكن	لكن
آآميـن	آمينَ
عميّق	عميق
وجاف	جاف
أب،	أب
حآفة	حافة
وااكد	واكد
رُؤُوسُ	بِئْسَ
وخدمة	خدمة
نوعٍ	نوع
مداهمة	مطاردة
ونجمة	نجمة
امّا	أما
احد♡	احد
خطيبة	زوجة
الوسيلتان	اللتان
الثلج،	الجليد
تاريخنا	التاريخ
دِهن	دهن
الدهب	الذهب
الأساسية…	الأساسية
سيدُ	سيد
طاقين	طاق
وردة	زهرة
القافويلذ	المعنى
جلبو	جلبت
حس	حسي
لغرفة	غرفة
إلزامهم	القيام
وأقل	أقل
جليل،	جليل
فِيما	فيما
طبيبعي	طبيعي
ولم…	ولم
وشرس	شرس
بالأنف	الأنف
وقالت	وقال
الموسيقا	الموسيقى
✨✨من	من
مباراة…	مباراة
‏​كم	كم
حدث	يحدث
استعمال	استخدام
شخصّ	شخص
مايلمس	لمس
ستة	خمسة
واينما	كيفما
بلد…	بلد
وغرامة	غرامة
خائف،	خائف
شركہ	شركة
اتصال…	اتصال
بسيطه	بسيطة
والنتيجة	النتيجة
وفى	وفي
خَلق	خلق
السحب	سحب
ثمانيه	ثمانية
أى	أيّ
وتعليم	تعليم
عينْ	عين
نقول	أقول
نادم،	نادم
وحطم	حطم
نافدة	نافذة
الطبيعة…	الطبيعة
علوم_الطقس	الطقس
لا…	لا
لديك	لدينا
عواميد	عمود
ذرت	ذرة
وجذاب	جذاب
​كلما	كلّما
ۈتر	وتر
يتركون	ترك
سيبدو	يبدو
بضربة	ضربة
الولادة،	الولادة
البالات	الحقل
عِدّ	عد
نهآئي	نهائي
شجره	شجرة
تسمح	سمح
اابقى	أبقى
اعلا	أعلى
مذهل	مدهش
وأهل	أهل
لَكِنَّهُ	لَكِنَّ
‏هم	هم
بِنا	بنا
كئيب،	كئيب
المعرفي	الذاتي
وماذا	ماذا
سيدّ	سيد
الولادة؟	الولادة
أُرسِلت	أرسلت
غرفه	غرفة
أهل	أهل
ضِمن	ضمن
”بس	بسّ
بطئ	بطيئة
يغادر	غادر
آحمر	أحمر
جديدة”	جديدة
سسمح	سمح
النّفس	النفس
للشعر	الشعر
عجل🍃	عجل
جسن	حسن
تتعجبي	تعجبي
الثانى	الثاني
الأخظر	الأخضر
موانئ	ميناء
اعظم	أعظم
شنيع،	فظيع
قطُّ	قطّ
افف	اف
طبخات	طبخ
إيسر	أيسر
آي	أي
الأوكسجين	الأكسجين
مستفز	مقرف
‏مقطع	مقطع
وحماية	حماية
اغنيه	أغنية
خلايا	خلية
قريبآ	قريبا
أدت	أدى
لمصنع	مصنع
أسفة	أسف
يعلق	علق
آمنة،	آمنة
تشتمل	تحتوي
قلب❤	قلب
حلقة	فقرة
ملايين	مليار
كراسي	كرسي
الآن	حاليا
الثاني	الاول
‏لما	لمّا
وعجلة	عجلة
عليه…	عليه
الرجااء	الرجاء
اسباب	سبب
أعتيادي	معتاد
الشطان	شيطاني
وترٌ	وتر
ويبدأ	بدأ
حت…	حتى
‏غرفة	غرفة
قآاع	قاع
تخيلي	تخيل
ومكروب	مكروب
بقره؟	بقرة
لَكِنَّ	لَكِنَّ
انظمام	انضمام
آلصباح	الصباح
يوشك	أوشك
إما	اما
مفاجآت	مفاجأة
وااااضح	واضح
أَيَّانَ	عَمَّا
الان	الآن
جُنوني	جنوني
عين،	عين
مططر	مطر
،،،ومن	ومن
حسيّ	حسي
بخارج	خارج
توجه	توجيه
المعركه	المعركة
تحول	تحوّل
‏​مقطع	مقطع
صرخه	صرخة
وقاعدة	قاعدة
بفرقة	فرقة
بائس،	بائس
بِكَثْرَةٍ	لَيْسَتْ
آجل	اجل
تُهَم	تهمة
وخصوصا	خاصة
نقطةة	نقطة
،وفي	وفي
بيَ	بي
والرعاية	الرعاية
احتفِظ	احتفظ
الخامس	الثالث
يوووم	يوم
يطيره	يطير
مجرى	مسار
ظهـر	ظهر
جافّ	جاف
بالشعر	الشعر
اﻷقل	الأقل
المسعف	الطبيب
فووز	فوز
ابتدا	ابتدأ
دواء	غذاء
قبل…	قبل
دآئما	دائما
إشعاراً	إشعار
الاساسية	الرئيسية
الئ	الى
مااء	ماء
قـول	قول
لذييييييذ	لذيذ
الفوز	فوز
|وكالة	لوكالة
فإن	فان
لتناسب	تناسب
أخرئ	اخرى
عقلٍ	عقل
‏شجرة	شجرة
العكس،	العكس
سته	ستة
ڤان	فان
الؤقت	الوقت
وجاء	جاء
آعلنت	اعلنت
تلک	تلك
أبداً”	أبدا
خورافي	خرافي
فہنَاكَ	هَاتِي
العظام…	العظام
عوّض	عوض
ركنيه	رمية
مُكتئبه	مكتئب
حقيقه	حقيقة
مصانع	مصنع
شغل😂😂	شغل
العاصمة،	العاصمة
مبارة	مباراة
لعملية	عملية
قيمه	قيمة
موقفك	موقف
وركوب	ركوب
اَي	أي
مقارب	مماثل
هؤلا…	هؤلاء
ااه	آه
ﻻكن	لكن
مفترق	منعطف
أجمع،	أجمع
_صحيح	صحيح
القاره	القارة
الحُكم	الحكم
وقاطع	قاطع
الكبري	الكبرى
واسعٌ	واسع
اذار	ايار
قررريب	قريب
وتتطلب	تتطلب
ايد	يد
الحاصل	حاصل
سبعه	ستة
خاءف	خائف
العباره	العبارة
نفسو	نفسه
وعمود	عمود
سطـح	سطح
فقِير	فقير
كتلةة	كتلة
دونه	دونك
أتجاه	تجاه
سوفاء	سوف
بائس	يائس
تامم	تام
ياها	إياها
سريع،	سريع
تختلِف	تختلف
النتايج	النتيجة
ألات	آلة
آليوم	اليوم
رئيسة	رئيس
قادرهعلى	قادرة
الأخضر	الأزرق
حسسي	حسي
الجلل	جلل
مآئه	مائة
وتلبية	تلبية
الذّين	الذين
‏ثمة	ثمّة
بكم…	بكما
خطوه	خطوة
الغرامات	غرامة
طووول	طول
اليوووم	اليوم
بُحيرة	بحيرة
رمـل	رمل
اخد	أخذ
فنانة	نجمة
حافه	حافة
😊فن	فن
اعجازي	إعجازي
بدايہ	بداية
بقطاع	قطاع
هادئ،	هادئ
دونكِ	دونك
الأُم	الأم
آلعظآم	العظام
جاهزه	جاهزة
قوي…	قوي
لحالة	حالة
تؤشر	تشير
حبّل	حبل
التسلق	تسلق
حااااار	حار
حديقةة	حديقة
حدثت	حدث
بدلآ	بدلا
متااخر	متأخر
عقيم	سقيم
بسبطة	بسيطة
إلا	الا
يقرر	تقرر
ذرةَ	ذرة
ثمة	ثمّة
الرقص	الغناء
بصوتٍ	بصوت
زيوت	زيت
نفسس	نفس
البعضَ	البعض
عبُوس	عبوس
حاليآ	حاليا
درسات	دراسة
البحر،	النهر
النوع	نوع
،متى	متى
حيثُما	حيثما
السوأل	السؤال
تسعةة	تسعة
شراء…	شراء
العمل…	العمل
أوبضع	بضع
بمادة	مادة
اللذي	الذي
‏عزيزتي	عزيزتي
القليل…	القليل
مُنظم	متقن
ضغف	ضعف
سمآ	سماء
هئية	هيئة
هبُ	هبّ
دونـي	دوني
ؤهو	وهو
حدائق	حديقة
خمس	خمسة
بقائمة	قائمة
ونجس	نجس
يإسم	باسم
الفضاء،	الفضاء
البيْض	البيض
كااملة	كاملة
عليها،	عليها
وبشكل	بشكل
لصندوق	صندوق
فلانه	فلان
الحزيرة	الجزيرة
تحتآج	تحتاج
اصبح	أصبح
ساعہ	ساعة
يحتوي	تحتوي
ذء	ذا
كهربائى	كهربائي
شى	شيء
يُمكن	يمكن
خار…	خارج
وضيييييييع	وضيع
عيب”	عيب
عيـن	عين
أعظم…	أعظم
قطعةة	قطعة
رخيص؟	رخيص
أبّ	أب
​​نظيف	نظيف
صاالح	صالح
غسيل	غسل
خطييير	خطير
«لئن	لئن
وحر	حر
هالموسم	الموسم
العين،	العين
اختلالات	خلل
كوكب…	كوكب
سعيد،	سعيد
قووي	قوي
ۈحيد	وحيد
عشرةَ	عشرة
مخييف	مخيف
اثنيين	اثنين
اٍثم	أثم
♡غني	غني
خَلا	خلا
القفز	تسلق
الوقُوف	الوقوف
هائِل	هائل
وذو	ذو
ضدها	ضد
،يمكن	يمكن
إلفعل	الفعل
سسعيد	سعيد
هادء	هادئ
مقصود؟	مقصود
تمثييل	تمثيل
_بذرة	بذرة
بسسب	بسبب
دوني؟	دوني
ولذلك	وبالتالي
بسرعهه	بسرعة
محتاجين	محتاج
رياح	الرياح
حافةة	حافة
«الدولار»	الدولار
رسلت	أرسلت
البييض	البيض
سواً	سواء
القفولوش	المال
خطير؟	خطير
رئيسى	رئيسي
